% # columns="iter, evals, sigma, 0, fitness, xbest" seed=518214, Mon Feb 27 14:29:33 2023, <python>{}</python>
1 8 1.0493549087354928 0 1845529.7748307465 4.279150453495836 2.668559614865019 2.2600396166235788 1.3392989031479319
2 16 1.0478281600526147 0 2755080.018837824 4.437461423138943 2.6121604866926753 1.9347677987062621 1.6483157237568329
3 24 1.149647954229886 0 346054.1556184336 5.329301296584865 0.894163347376725 2.4309126327301787 0.5355860706527691
4 32 1.2586309005740566 0 65103.060454443046 2.685566640874464 0.7948076617302318 2.37251925194715 0.09351042859353897
5 40 1.4384154464145908 0 164586.66163579142 4.462304748706476 0.7542863593262921 2.8827094884452817 -0.2853238769069459
6 48 1.5641307264000035 0 356102.41791955865 1.1052559662463 -1.9632532292328473 5.602498650218421 -0.2045381351914754
7 56 1.3544549464691709 0 188076.42308989126 0.4792053503400162 0.31151283623995185 3.8351304826508423 -0.20244562538576255
8 64 1.3613593564068662 0 28436.056851684847 4.67060394870484 2.234005776322046 1.6639316258165575 0.015115540865276833
9 72 1.2324857660265174 0 15529.817775552707 2.8419964274144887 2.488453673002919 1.135896991120167 0.04472002816672431
10 80 1.1475908071405452 0 15904.676653800292 3.2081106630142977 4.8809961059957025 0.2803127403658292 0.11281054940467942
11 88 0.9960332800647027 0 21998.122161433563 1.4390449699746046 3.0847009736964566 1.4353129155107385 0.021054254842577978
12 96 0.8436015434967044 0 7239.979506783022 2.318268058653938 1.535811296464899 0.6683017835907591 0.05032356075090903
13 104 0.7924508277060562 0 5364.656005644448 3.1994801731243845 3.1800554499249154 0.0977597858532615 -0.0651734171921786
14 112 0.8038993171088803 0 13961.225161000382 4.417928955163122 3.4130726500792026 -0.14272380384726435 -0.11212983426113375
15 120 0.7384630891162512 0 6499.33098941542 2.5924367139299136 3.8015019798911993 0.11003143500003117 0.07018831358642517
16 128 0.6688234426783519 0 2485.0450189589847 4.181064513636605 4.505466247847793 -0.05939596101390281 -0.020058970701274194
17 136 0.5890499090189454 0 3180.718379290975 3.613781104597634 2.9818571527210627 0.361277531465687 -0.031197711616018385
18 144 0.5423114138560712 0 3468.987552796253 3.0144126233712742 3.718324108636589 -0.1455641068306337 0.04319048922704515
19 152 0.46054719823705004 0 1553.2341789280563 3.6440683071070583 3.57722248942821 -0.08146519708058594 0.013926129679861229
20 160 0.41013863082653845 0 2158.980642581392 3.238220466132512 3.229317742809993 0.3301959239764648 0.00391813479664203
21 168 0.41771556034929563 0 1838.4122169361 2.954115583156843 3.130613055017236 0.03845891774228691 -0.028893264344721163
22 176 0.46255171240558207 0 2204.7191262448778 2.820310790145188 2.9150705480712706 0.2126420651920783 -0.0299137905384305
23 184 0.5782279044246659 0 1998.2044241593353 3.176718376022205 2.604113967504718 -0.2541382420095162 0.025770321465332716
24 192 0.7361144880706737 0 940.2931011912605 2.801230231934778 1.3116686863281466 -0.2557702478888015 0.01030604381218057
25 200 0.840299234454368 0 2184.357395005077 2.130494189837136 0.8913860585863932 0.10330756947256436 0.04465016170031909
26 208 0.8565743536627586 0 2554.832284722598 3.344402299140109 0.9834714589364995 -0.2709912297343339 -0.04138312676684268
27 216 0.8467515304679651 0 173.00594830113295 2.5894384177547094 -0.583170239324617 0.11070006269811145 -0.0031220130308404967
28 224 0.7064346161366344 0 96.9176620851354 2.673938041874336 0.548838759599929 0.06824182477805465 0.003616054830757779
