% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=518214, Mon Feb 27 14:29:33 2023, <python>{}</python>
1 8 1.0493549087354928 1.0000375007031337 1845529.7748307465 1.8455297748307465e+06 4001624.0047306046 9853536.57659162   
2 16 1.0478281600526147 1.4106191168138975 1845529.7748307465 2.7550800188378240e+06 3748447.9816438193 11133757.211089924   
3 24 1.149647954229886 1.6294077071029165 346054.1556184336 3.4605415561843361e+05 4841935.197893162 10676794.893823065   
4 32 1.2586309005740566 1.8250691353749087 65103.060454443046 6.5103060454443046e+04 1190325.612493066 7983115.874054739   
5 40 1.4384154464145908 1.7825447879593646 65103.060454443046 1.6458666163579142e+05 909704.5749427938 3702604.1358350124   
6 48 1.5641307264000035 2.109476997695114 65103.060454443046 3.5610241791955865e+05 730889.9862551809 1588261.3393460424   
7 56 1.3544549464691709 2.283192860518089 65103.060454443046 1.8807642308989126e+05 658759.2385218927 1806178.6499854391   
8 64 1.3613593564068662 2.5039099716462974 28436.056851684847 2.8436056851684847e+04 1331126.8251379824 4458846.537965956   
9 72 1.2324857660265174 3.1795287875457054 15529.817775552707 1.5529817775552707e+04 578050.1419605032 2835629.670952239   
10 80 1.1475908071405452 3.1666054923687734 15529.817775552707 1.5904676653800292e+04 134030.44497163998 338662.4799377144   
11 88 0.9960332800647027 3.3374863978379987 15529.817775552707 2.1998122161433563e+04 298976.36840259435 1284118.9472290282   
12 96 0.8436015434967044 3.7671567017782177 7239.979506783022 7.2399795067830219e+03 330055.30538343213 868288.861939502   
13 104 0.7924508277060562 4.187281330066493 5364.656005644448 5.3646560056444478e+03 45244.610171142114 322811.24533141474   
14 112 0.8038993171088803 4.270536063746745 5364.656005644448 1.3961225161000382e+04 52366.63723986823 264156.6692220426   
15 120 0.7384630891162512 5.277606321032329 5364.656005644448 6.4993309894154199e+03 97576.5594414715 189148.19647002278   
16 128 0.6688234426783519 5.6475998648348895 2485.0450189589847 2.4850450189589847e+03 14136.216656159513 299205.2605153788   
17 136 0.5890499090189454 6.684608773331714 2485.0450189589847 3.1807183792909750e+03 57392.50450716739 141608.9798859658   
18 144 0.5423114138560712 8.199260612477925 2485.0450189589847 3.4689875527962531e+03 37609.07796812826 60263.73955135126   
19 152 0.46054719823705004 9.27232258570945 1553.2341789280563 1.5532341789280563e+03 4434.741365606911 36521.3867914022   
20 160 0.41013863082653845 11.563786464856896 1553.2341789280563 2.1589806425813922e+03 5259.267504047645 43456.469609900145   
21 168 0.41771556034929563 13.109646140014178 1553.2341789280563 1.8384122169361001e+03 7681.798911761647 15964.410177584527   
22 176 0.46255171240558207 13.152168809220749 1553.2341789280563 2.2047191262448778e+03 5930.451436451445 22617.86108350518   
23 184 0.5782279044246659 13.965286204419627 1553.2341789280563 1.9982044241593353e+03 9236.345206043705 16268.577946335576   
